Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20001214X44819,Accident,FTW84FA001A,02/10/1983,"LA PORTE, TX",United States,,,T41,LA PORTE MUNI,Fatal(1),Destroyed,,N6281Q,Cessna,152,No,1,Reciprocating,,,Instructional,,1,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44723,Accident,ATL84FA005,02/10/1983,"GLASGOW, VA",United States,,,PVT,BALCONY DOWNS,Non-Fatal,Destroyed,,N3006R,Cessna,T210F,No,1,Reciprocating,,,Personal,,0,2,2,0,VMC,Landing,Probable Cause,
20001214X44945,Accident,NYC84LA001,02/10/1983,"EPPINGHAM, NH",United States,,,,,Non-Fatal,Substantial,,N66162,Cessna,172,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Descent,Probable Cause,
20001214X44835,Accident,FTW84LA008,02/10/1983,"FORREST CITY, AR",United States,,,FCY,FORREST CITY,Non-Fatal,Substantial,,N2938S,Cessna,150G,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44819,Accident,FTW84FA001B,02/10/1983,"LA PORTE, TX",United States,,,T41,LA PORTE MUNI,Fatal(1),Substantial,,N9132A,Piper,PA-38-112,No,1,Reciprocating,,,Instructional,,1,0,0,1,VMC,Go-around,Probable Cause,
20001214X44769,Accident,CHI84LA005,02/10/1983,"PORTAGE, MI",United States,,,09C,AUSTIN LAKE,Non-Fatal,Substantial,,N26093,Piper,PA-38,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44741,Accident,ATL84LA010,02/10/1983,"PARKERSBURG, WV",United States,,,PKB,PARKERSBURG,Non-Fatal,Substantial,,N63666,Cessna,C-150,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X44737,Accident,ATL84LA004,02/10/1983,"ELBERTA, AL",United States,,,,MILES NEUMANN,Non-Fatal,Substantial,,N5646D,Maule,M-6-235,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44908,Accident,MIA84LA002,03/10/1983,"MIAMI, FL",United States,,,,,Non-Fatal,Destroyed,,N4860F,Cessna,172,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Descent,Probable Cause,
20001214X44834,Accident,FTW84LA006,03/10/1983,"RAYNE, LA",United States,,,,KENNEDY,Non-Fatal,Substantial,,N82147,Aeronca,7AC,No,1,Reciprocating,,,Instructional,,0,0,2,0,VMC,Approach,Probable Cause,
20001214X44773,Accident,CHI84LA010,03/10/1983,"NORTHFIELD, OH",United States,,,OH20,NORTHFIELD,Non-Fatal,Substantial,,N34010,Cessna,177B,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X44740,Accident,ATL84LA009,03/10/1983,"DENVER, NC",United States,,,66A,LITTLE MOUNTAIN AIRPORT,Non-Fatal,Substantial,,N700M,Beech,E18S,No,2,Reciprocating,,,Positioning,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44909,Accident,MIA84LA007,04/10/1983,"UNKNOWN, FL",United States,,,,,Fatal(3),Destroyed,,N2284R,Cessna,T-210-J,No,1,Reciprocating,,,Personal,,3,0,0,0,UNK,Unknown,Probable Cause,
20001214X44901,Accident,MIA84FA003,04/10/1983,"PUNTA GORDA, FL",United States,,,PGD,CHARLOTTE COUNTY,Fatal(1),Destroyed,,N55AK,Kimbal,DYKE DELTA JD2,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Cruise,Probable Cause,
20001214X44863,Accident,LAX84FA005,04/10/1983,"BURBANK, CA",United States,,,BUR,BURBANK,Fatal(1),Destroyed,,N8146T,Cessna,175B,No,1,Reciprocating,,,Personal,,1,0,0,0,UNK,Cruise,Probable Cause,
20001214X44760,Accident,CHI84FA007,04/10/1983,"MALINTA, OH",United States,,,OH17,HENERY CO.,Fatal(1),Destroyed,,N7529Q,Cessna,320Q,No,2,Reciprocating,,,Positioning,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X44966,Accident,SEA84LA003,04/10/1983,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Non-Fatal,Substantial,,N1817M,Cessna,T210M,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Climb,Probable Cause,
20001214X44771,Accident,CHI84LA008,04/10/1983,"LANCASTER, OH",United States,,,115,FAIRFIELD COUNTY,Non-Fatal,Substantial,,N63425,Cessna,172P,No,1,Reciprocating,,,Business,,0,0,4,0,VMC,Approach,Probable Cause,
20001214X44746,Accident,ATL84LA015,04/10/1983,"MADISONVILLE, KY",United States,,,2I0,MADISONVILLE,Non-Fatal,Substantial,,N4880B,Cessna,310,No,2,Reciprocating,,,Business,,0,0,0,2,VMC,Descent,Probable Cause,
20001214X44810,Accident,DEN84LA003,04/10/1983,"FORT BRIDGER, WY",United States,,,,,Non-Fatal,Substantial,,N57556,Bell,206B,No,1,Turbo Shaft,,NSCH,Unknown,,0,0,0,3,VMC,Cruise,Probable Cause,
20001214X44958,Accident,SEA84FA005,05/10/1983,"KOOTENAI CITY, ID",United States,,,,,Non-Fatal,Destroyed,,N488RV,Hordemann,RV-4,Yes,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Cruise,Probable Cause,
20001214X44920,Accident,MKC84FA002,05/10/1983,"SPRINGFIELD, MO",United States,,,SGF,SPRINGFIELD REG.,Fatal(4),Destroyed,,N5191E,Cessna,182R,No,1,Reciprocating,,NSCH,Unknown,,4,0,0,0,IMC,Approach,Probable Cause,
20001214X44830,Incident,FTW84IA007,05/10/1983,"DFW AIRPORT, TX",United States,,,DFW,DFW,Incident,Minor,,N1972,Boeing,B727-023,No,3,Turbo Jet,,SCHD,Unknown,,0,0,6,66,VMC,Taxi,Probable Cause,
20001214X44924,Accident,MKC84LA003,05/10/1983,"DERBY, KS",United States,,,K50,COOK AIRFIELD,Non-Fatal,Substantial,,N6951D,Piper,PA-22-150,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44876,Accident,LAX84LA006,05/10/1983,"FREMONT, CA",United States,,,8Q7,SKY SAILING,Non-Fatal,Substantial,,N88314,Bellanca,7KCAB,No,1,Reciprocating,,,Other Work Use,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44809,Accident,DEN84LA002,05/10/1983,"GRAND FORKS, ND",United States,,,GFK,GRAND FORKS INTN'L,Non-Fatal,Substantial,,N93844,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44772,Accident,CHI84LA009,05/10/1983,"EVANSVILLE, IN",United States,,,EVV,DRESS REGIONAL,Non-Fatal,Substantial,,N3475X,Mooney,M20F,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44794,Accident,CHI84LA039,05/10/1983,"YPSILANTI, MI",United States,,,YIP,WILLOW RUN,Non-Fatal,Substantial,,N47519,Piper,PA-32R-300,No,2,Reciprocating,,NSCH,Unknown,,0,0,0,1,VMC,Taxi,Probable Cause,
20001214X44742,Accident,ATL84LA011,05/10/1983,"MONTGOMERY, AL",United States,,,MGM,DANNELLY,Non-Fatal,Substantial,,N218RC,Beech,58,No,2,Reciprocating,,NSCH,Unknown,Birmingham Aero Svc.,0,0,0,3,VMC,Landing,Probable Cause,
20001214X44942,Incident,NYC84IA002,06/10/1983,"BURLINGTON, VT",United States,,,BTV,BURLINGTON INTL,Incident,Minor,,N96AV,Beech,C99,No,2,Turbo Prop,,SCHD,Unknown,Air Vermont,0,0,0,10,VMC,Landing,Probable Cause,
20001214X44732,Accident,ATL84FU001,06/10/1983,"NEW KENT, VA",United States,,,W96,NEW KENT,Non-Fatal,Destroyed,,NONE,Cgs,HAWK,Yes,1,Reciprocating,,UNK,Personal,,0,1,0,0,VMC,Approach,Probable Cause,
20001214X44968,Accident,SEA84LA006,06/10/1983,"MEYERS CHUCK, AK",United States,,,,,Non-Fatal,Substantial,,N8744Q,Cessna,U206G,No,1,Reciprocating,,,Personal,,0,0,1,3,VMC,Takeoff,Probable Cause,
20001214X44946,Accident,NYC84LA003,06/10/1983,"SPRING VALLEY, NY",United States,,,N24,RAMAPO VALLEY,Non-Fatal,Substantial,,N96103,Cessna,C-172,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44774,Accident,CHI84LA011,06/10/1983,"AURORA, IL",United States,,,ARR,AURORO,Non-Fatal,Substantial,,N7165Y,Piper,PA-30,No,2,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44745,Accident,ATL84LA014,06/10/1983,"VICKSBURG, NC",United States,,,VKS,VICSBURG,Non-Fatal,Substantial,,N7691P,Piper,PA-24-250,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,Cruise,Probable Cause,
20001214X44744,Accident,ATL84LA013,06/10/1983,"MITCHELLVILLE, MD",United States,,,WOO,FREEWAY,Non-Fatal,Substantial,,N6933,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44743,Accident,ATL84LA012,06/10/1983,"MONCKS CORNER, SC",United States,,,50 J,BERKELEY CO.,Non-Fatal,Substantial,,N1561A,Piper,PA-20,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44875,Accident,LAX84LA004,06/10/1983,"VIRGINIA CITY, NV",United States,,,,,Non-Fatal,Substantial,,N65966,Cessna,172P,No,1,Reciprocating,,NSCH,Unknown,Carson Tahoe Aviation,0,0,1,2,VMC,Maneuvering,Probable Cause,
20001214X44902,Accident,MIA84FA004,07/10/1983,"WEST PALM BEACH, FL",United States,,,PBI,PALM BEACH INTERNATIONAL,Non-Fatal,Destroyed,,YV323,Sikorsky,S-61N,No,2,Turbo Shaft,,UNK,Ferry,,0,1,3,0,VMC,Descent,Probable Cause,
20001214X44712,Incident,ANC84IA002,07/10/1983,"JUNEAU, AK",United States,,,,,Incident,Minor,,N2808W,Boeing,727-247,No,3,Turbo Jet,,SCHD,Unknown,,0,0,0,87,IMC,Takeoff,Probable Cause,
20001214X44877,Accident,LAX84LA007,07/10/1983,"CHANDLER, AZ",United States,,,PIO,CHANDLER MUNI,Non-Fatal,Substantial,,N36429,Piper,PA-28R-201T,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44874,Accident,LAX84LA003,07/10/1983,"ELGIN, AZ",United States,,,,BROPHY RANCH,Non-Fatal,Substantial,,N6851Q,Beech,S35,No,1,Reciprocating,,,Business,,0,0,0,3,VMC,Takeoff,Probable Cause,
20001214X44844,Accident,FTW84LA018,07/10/1983,"ALINE, OK",United States,,,,,Non-Fatal,Substantial,,N91620,Cessna,182M,No,1,Reciprocating,,,Personal,,0,0,0,1,IMC,Cruise,Probable Cause,
20001214X44811,Accident,DEN84LA005,07/10/1983,"GROVONT, WY",United States,,,,,Non-Fatal,Substantial,,N7039W,Cessna,R182,No,1,Reciprocating,,,Personal,,0,0,1,4,VMC,Maneuvering,Probable Cause,
20001214X44777,Accident,CHI84LA014,07/10/1983,"WAUPACA, WI",United States,,,,,Non-Fatal,Substantial,,N7695J,Piper,PA-28R-180,No,1,Reciprocating,,,Business,,0,0,1,0,IMC,Cruise,Probable Cause,
20001214X44776,Accident,CHI84LA013B,07/10/1983,"DELAWARE, OH",United States,,,DLS,DELAWARE MUNI,Non-Fatal,Substantial,,N2333B,Piper,PA-38-112,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44776,Accident,CHI84LA013A,07/10/1983,"DELAWARE, OH",United States,,,DLS,DELAWARE MUNI,Non-Fatal,Substantial,,N9237L,American,AA-1A,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44775,Accident,CHI84LA012,07/10/1983,"CINCINNATI, OH",United States,,,177,BLUE ASH,Non-Fatal,Substantial,,N5728T,Cessna,172E,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Cruise,Probable Cause,
20001214X44903,Accident,MIA84FA005,08/10/1983,"VENICE, FL",United States,,,VNC,VENICE MUNICIPAL,Fatal(1),Destroyed,,N80682,Globe,GC-1B,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X44820,Accident,FTW84FA014,08/10/1983,"ALANREED, TX",United States,,,,,Fatal(1),Destroyed,,N3048B,Cessna,195B,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,Climb,Probable Cause,
20001214X44805,Accident,DEN84FA019,08/10/1983,"KIM, CO",United States,,,,,Fatal(1),Destroyed,,N2174M,Piper,PA-28-236,No,1,Reciprocating,,,Business,,1,0,0,0,VMC,Cruise,Probable Cause,
20001214X44709,Accident,ANC84FA004,08/10/1983,"EGEGIK RIVER, AK",United States,,,,BRUSH STRIP,Fatal(1),Destroyed,,N8193G,Cessna,206,No,1,Reciprocating,,,Personal,,1,0,0,0,UNK,Takeoff,Probable Cause,
20001214X44949,Accident,NYC84LA006,08/10/1983,"BLOCK ISLAND, RI",United States,,,BID,BLOCK ISLAND,Non-Fatal,Substantial,,N9238T,Piper,PA-38-112,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44939,Accident,NYC84FNA01,08/10/1983,"FALMOUTH, MA",United States,,,5B6,FALMOUTH MA,Non-Fatal,Substantial,,N3438X,Mooney,M20E,No,1,Reciprocating,,,Personal,,0,1,1,0,VMC,Landing,Probable Cause,
20001214X44911,Accident,MIA84LA010,08/10/1983,"ST. AUGUSTINE, FL",United States,,,SGJ,ST. AUGUSTINE,Non-Fatal,Substantial,,N1778X,Cessna,210L,No,1,Reciprocating,,,Personal,,0,0,0,5,VMC,Approach,Probable Cause,
20001214X44910,Accident,MIA84LA008,08/10/1983,"FT. MCCOY, FL",United States,,,,FT. MCCOY,Non-Fatal,Substantial,,N6511E,Cessna,175,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44879,Accident,LAX84LA009B,08/10/1983,"FRESNO, CA",United States,,,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,,N60645,North American,SNJ-2,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Taxi,Probable Cause,
20001214X44879,Accident,LAX84LA009A,08/10/1983,"FRESNO, CA",United States,,,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,,N61563,North American,SNJ-2,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Standing,Probable Cause,
20001214X44878,Accident,LAX84LA008,08/10/1983,"PACIFICA, CA",United States,,,,,Fatal(1),Substantial,,N555EZ,Johnson,VARIEZE,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Cruise,Probable Cause,
20001214X44838,Accident,FTW84LA011,08/10/1983,"JUNCTION, TX",United States,,,,Y.O. RANCH,Non-Fatal,Substantial,,N8272Y,Piper,PA-32-301T,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44837,Accident,FTW84LA010,08/10/1983,"WICHITA FALLS, TX",United States,,,F14,WICHITA VALLEY,Non-Fatal,Substantial,,N338T,Piper,PA-18-105 SPECIAL,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44836,Accident,FTW84LA009,08/10/1983,"CLARKSVILLE, TX",United States,,,CKV,RED RIVER CO.,Non-Fatal,Substantial,,N4979D,Cessna,182A,No,1,Reciprocating,,,Personal,,0,0,1,2,VMC,Takeoff,Probable Cause,
20001214X44779,Accident,CHI84LA017,08/10/1983,"WONDER LAKE, IL",United States,,,10C,GALT,Non-Fatal,Substantial,,N30168,Cessna,177,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Go-around,Probable Cause,
20001214X44778,Accident,CHI84LA015,08/10/1983,"WYOMING, MI",United States,,,,,Non-Fatal,Substantial,,N4022K,Adams,AB,No,,Unknown,,,Personal,,0,1,0,5,VMC,Landing,Probable Cause,
20001214X44714,Accident,ANC84LA003,08/10/1983,"ANCHORAGE, AK",United States,,,,PRIVATE,Non-Fatal,Substantial,,N4702B,Cessna,180,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Approach,Probable Cause,
20001214X44959,Accident,SEA84FA007,09/10/1983,"NEAR CHALLIS, ID",United States,,,,,Fatal(1),Destroyed,,N97845,Cessna,182Q,No,1,Reciprocating,,,Personal,,1,0,3,0,VMC,Maneuvering,Probable Cause,
20001214X44921,Accident,MKC84FA005,09/10/1983,"SULLIVAN, MO",United States,,,,,Fatal(2),Destroyed,,N55008,Bellanca,8KCAB,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X44780,Accident,CHI84LA018,09/10/1983,"DORR, MI",United States,,,,,Non-Fatal,,,N1533N,Balloon Works,FIREFLY 7,No,,Unknown,,,Personal,,0,1,0,3,VMC,Landing,Probable Cause,
20001214X44759,Accident,CHI84AA016,09/10/1983,"BATTLE CREEK, MI",United States,,,,,Fatal(1),Destroyed,,N22SK,Kemmeyer,SONERAI II,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X44969,Accident,SEA84LA009,09/10/1983,"PORTLAND, OR",United States,,,NONE,NONE,Non-Fatal,Substantial,,N222NT,Enstrom,280C,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44947,Accident,NYC84LA004,09/10/1983,"EAST HADDAM, CT",United States,,,42B,GOODSPEED,Non-Fatal,Substantial,,N4860S,Thorp,T-18,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44925,Accident,MKC84LA004,09/10/1983,"CLEAR LAKE, IA",United States,,,,,Non-Fatal,Substantial,,N69035,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X44884,Accident,LAX84LA017,09/10/1983,"HOLTVILLE, CA",United States,,,,AG STRIP,Non-Fatal,Substantial,,N8507V,Rockwell,S-2R,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44798,Accident,DEN84FA004,09/10/1983,"CENTER, CO",United States,,,IV8,LEACH,Non-Fatal,Substantial,,N770JW,Cessna,421C,No,2,Reciprocating,,,Personal,,0,0,0,3,VMC,Takeoff,Probable Cause,
20001214X44860,Accident,FTW84LAMS1,09/10/1983,GULF OF MEXICO,GULF OF MEXICO,,,,,Fatal(1),Destroyed,,N4437T,Piper,PA-34-200,No,2,Reciprocating,,,Personal,,1,0,0,0,IMC,Unknown,Probable Cause,
20001214X44963,Incident,SEA84IA008,10/10/1983,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Incident,,,N350GT,S.n.i.a.s.,AS350D,No,1,Turbo Shaft,,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,
20001214X44904,Accident,MIA84FA006,10/10/1983,"CORNWELL, FL",United States,,,,,Fatal(2),Destroyed,,N6830Y,Piper,PA-23-250,No,2,Reciprocating,,,Unknown,,2,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X44948,Accident,NYC84LA005,10/10/1983,"TOUGHKENAMON, PA",United States,,,N47,NEW GARDEN,Non-Fatal,Substantial,,N4333R,Cessna,172M,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,Standing,Probable Cause,
20001214X44940,Accident,NYC84FU001,10/10/1983,"WESTPORT, NY",United States,,,B17,WESTPORT,Non-Fatal,Substantial,,NONE,Vector,610,Yes,1,Reciprocating,,UNK,Personal,,0,1,0,0,VMC,Landing,Probable Cause,
20001214X44880,Accident,LAX84LA010,10/10/1983,"LOS BANOS, CA",United States,,,,,Non-Fatal,Substantial,,N4026G,Hiller,UH12E,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X44842,Accident,FTW84LA016,10/10/1983,"OKMULGEE, OK",United States,,,OKM,OKMULGEE MUNI.,Non-Fatal,Substantial,,N49980,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44841,Accident,FTW84LA015,10/10/1983,"EAGLE PASS, TX",United States,,,,,Non-Fatal,Substantial,,N6902C,Piper,PA-28R-201T,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44781,Accident,CHI84LA019,10/10/1983,"ELYRIA, OH",United States,,,1G1,ELYRIA,Non-Fatal,Substantial,,N94500,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44716,Accident,ANC84LA006,10/10/1983,"KODIAK, AK",United States,,,,,Non-Fatal,Substantial,,N2797P,Piper,PA-18-150,No,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Takeoff,Probable Cause,
20001214X44715,Accident,ANC84LA005,10/10/1983,"BETHEL, AK",United States,,,BET,BETHEL,Non-Fatal,Substantial,,N64399,Cessna,C-185E,No,1,Reciprocating,,NSCH,Unknown,,0,0,1,1,VMC,Takeoff,Probable Cause,
20001214X44937,Accident,NYC84FHM01,11/10/1983,"POUGHKEEPSIE, NY",United States,,,POU,DUTCHESS COUNTY,Non-Fatal,Destroyed,,N30460,Piper,PA-28-181,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Descent,Probable Cause,
20001214X44839,Accident,FTW84LA012,11/10/1983,"DALLAS, TX",United States,,,,,Non-Fatal,Destroyed,,N67176,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,2,UNK,Approach,Probable Cause,
20001214X44795,Accident,DCA84AA002,11/10/1983,"PINCKNEYVILLE, IL",United States,,,,,Fatal(10),Destroyed,,N748LL,Hawker Siddeley,HS-748-2A,No,2,Turbo Prop,,SCHD,Unknown,"Air Illinois, Inc",10,0,0,0,IMC,Climb,Probable Cause,
20001214X44840,Accident,FTW84LA013,11/10/1983,"COPEVILLE, TX",United States,,,,FARM PASTURE,Non-Fatal,Substantial,,N48774,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X44812,Accident,DEN84LA006,11/10/1983,"FULLERTON, ND",United States,,,,,Non-Fatal,Substantial,,N37286,Artic Aircraft Corp.,S-1A CADET,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Takeoff,Probable Cause,
20001214X44797,Accident,DCA84RA002,11/10/1983,"FRANKFORT, GERMANY",Germany,,,,,Non-Fatal,Substantial,,N806FT,Boeing,747-200F,No,4,Unknown,,NSCH,,,0,0,0,5,UNK,,Foreign,06/02/1995
20001214X44747,Accident,ATL84LA016,11/10/1983,"MIDDLESBORO, KY",United States,,,1A6,MIDDLESBORO,Non-Fatal,Substantial,,N3971A,Beech,58,No,2,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44943,Incident,NYC84IA007,12/10/1983,ATLANTIC OCEAN,ATLANTIC OCEAN,,,,,Incident,,,N123AA,Mcdonnell Douglas,DC-10-10,No,3,Turbo Fan,,SCHD,Unknown,,0,0,13,78,VMC,Cruise,Probable Cause,
20001214X44927,Accident,MKC84LA007,12/10/1983,"BLAIRSTOWN, MO",United States,,,,,Non-Fatal,Destroyed,,N755RB,Cessna,172M,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X44938,Accident,NYC84FHM02,12/10/1983,"SPRING VALLEY, NY",United States,,,N24,RAMPO VALLEY,Non-Fatal,Substantial,,N200AA,Beech,A24R,No,1,Reciprocating,,,Instructional,,0,0,2,0,IMC,Takeoff,Probable Cause,
20001214X44845,Accident,FTW84LA019,12/10/1983,"BIG SPRING, TX",United States,,,21XS,BIG SPRING,Non-Fatal,Substantial,,N3092T,Piper,PA-28-180,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Taxi,Probable Cause,
20001214X44843,Accident,FTW84LA017,12/10/1983,"SANTA FE, NM",United States,,,310B,SANTA FE COUNTY,Non-Fatal,Substantial,,N5560V,Cessna,310B,No,2,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44783,Accident,CHI84LA021,12/10/1983,"TROY, MI",United States,,,7D2,TROY-OAKLAND,Non-Fatal,Substantial,,N35695,Piper,J4E,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44729,Accident,ATL84FKG01,12/10/1983,"EDISON, GA",United States,,,,,Non-Fatal,Substantial,,N62TG,Beech,65-A80,No,2,Reciprocating,,,Personal,,0,0,2,0,VMC,Maneuvering,Probable Cause,
20001214X44900,Incident,MIA83IA009,13/10/1983,"DAYTONA, FL",United States,,,DAB,DAYTONA BEACH REGIONAL,Incident,Minor,,N2864W,Beech,A-36,No,1,Reciprocating,,,Business,,0,0,0,1,IMC,Landing,Probable Cause,
20001214X44865,Accident,LAX84FA012,13/10/1983,"SCHURZ, NV",United States,,,,,Fatal(2),Destroyed,,N8370Z,Cessna,210-5 (205),No,1,Reciprocating,,,Business,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X44801,Accident,DEN84FA011,13/10/1983,"HANKSVILLE, UT",United States,,,,,Fatal(2),Destroyed,,N3254Y,Cessna,182,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X44822,Accident,FTW84FA021,14/10/1983,"AUBREY, TX",United States,,,,,Fatal(1),Destroyed,,N8161S,Piper,PA-28-161,No,1,Reciprocating,,,Instructional,,1,1,0,0,VMC,Maneuvering,Probable Cause,
20001214X44821,Accident,FTW84FA020,14/10/1983,"HOUSTON, TX",United States,,,586,LAKESIDE,Fatal(1),Destroyed,,N12371,Grumman,FM-2,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Approach,Probable Cause,
20001214X44748,Accident,ATL84LA018,14/10/1983,"VICKSBURG, MS",United States,,,VKS,VICKSBURG MUNICIPAL,Non-Fatal,Destroyed,,N357LR,Lanny Rundell,QUICKIE Q2,Yes,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X44881,Accident,LAX84LA013,14/10/1983,"VICTORVILLE, CA",United States,,,,,Non-Fatal,Substantial,,N7113O,Luscombe,8A,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Cruise,Probable Cause,
20001214X44864,Accident,LAX84FA011,14/10/1983,"WESTSIDE, CA",United States,,,,,Non-Fatal,Substantial,,N3089K,Ayres,S2R-600,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X44846,Accident,FTW84LA022,14/10/1983,"CRYSTAL CITY, TX",United States,,,,COMETA FARMS,Non-Fatal,Substantial,,N2395L,Piper,PA-38,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X44786,Accident,CHI84LA025,14/10/1983,"HARRISBURG, IL",United States,,,HSB,HARRISBURG,Non-Fatal,Substantial,,N66937,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X44749,Accident,ATL84LA019,14/10/1983,"TOPPING, VA",United States,,,,HUMMEL,Non-Fatal,Substantial,,N5234M,Beech,B-23,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
